Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Female,Lagos,Trade and Commerce,CAM-100275,CUS-1275,Richard Gutierrez,"Schaefer, Freeman and Martin",2002-01-04,"320 Edwards Shoal Apt. 790
Lake Alyssa, VA 99330",(059)270-0508x3645,shannonwalker@allison.org,4261675,2023-08-08,49,Yearly,23.73,Reducing Balance,Quarterly,Quarterly,Consulting,True,True,18380660,38,13,Youth,C,False,1470,2027-08-17,2023-09-07,2023-10-07,2024-01-01
Male,Enugu,Trade and Commerce,CAM-100276,CUS-1276,Jacob Rangel,"Davis, Hall and Davis",1992-10-10,"558 Lance Wall Apt. 369
East Karen, IL 10552",875.846.4235x07959,tara93@taylor-fox.net,7915745,2023-01-26,18,Quarterly,18.5,Reducing Balance,Quarterly,Quarterly,Consulting,False,True,24004757,34,3,Youth,C,False,540,2024-07-19,2023-02-25,2023-03-27,2024-01-01
Female,Kaduna,Health,CAM-100277,CUS-1277,Andrew Booth,Palmer Ltd,1999-04-13,"97864 Dennis Lakes
Lake Garyborough, OR 39865",5867499604,johnsoncole@hotmail.com,8582655,2023-01-09,27,Yearly,7.32,Reducing Balance,Quarterly,Quarterly,Production,False,False,37272994,41,10,Adult,A,True,810,2025-03-29,2023-02-08,2023-03-10,2024-01-01
Male,Oyo,Health,CAM-100278,CUS-1278,Casey Dennis,Sims Inc,1992-04-22,"19670 Mason Views
Port Andrewberg, AZ 72906",7889900802,allisonlopez@hendricks.com,9377580,2023-09-28,48,Quarterly,5.85,Flat Rate,Monthly,Monthly,Consulting,True,False,88142436,10,21,Adult,C,False,1440,2027-09-07,2023-10-28,2023-11-27,2024-01-01
Female,Enugu,Agriculture,CAM-100279,CUS-1279,Michelle Herrera,Marshall-Harris,1976-09-05,"62488 Powell Lodge Suite 670
Terryside, AZ 31429",808.818.0828x3311,mary26@jones-johnson.com,3581328,2023-01-10,42,Yearly,16.29,Flat Rate,Monthly,Quarterly,Retail,True,True,35300239,17,3,Adult,B,False,1260,2026-06-23,2023-02-09,2023-03-11,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100280,CUS-1280,Susan Ramirez,"Johnson, Steele and Haynes",1976-06-22,"44346 Katherine Glen
Latoyamouth, ME 99496",7778757463,gabriel88@yahoo.com,5871112,2023-05-01,38,Monthly,23.6,Flat Rate,Monthly,Quarterly,Consulting,False,True,42769841,17,9,Adult,B,False,1140,2026-06-14,2023-05-31,2023-06-30,2024-01-01
Female,Kano,ICT,CAM-100281,CUS-1281,Jonathan Anderson,Robinson LLC,1976-02-08,"82819 Henry Extensions Apt. 019
Larsonfort, IN 18676",+1-186-999-2264x6771,martinezjason@gmail.com,9051646,2023-05-05,8,Monthly,21.88,Reducing Balance,Monthly,Quarterly,Production,True,False,76288255,67,8,Youth,A,False,240,2023-12-31,2023-06-04,2023-07-04,2024-01-01
Female,Abuja,Manufacturing,CAM-100282,CUS-1282,Rachel Ross,Wilson-Washington,1984-05-21,"USNS Charles
FPO AP 49977",3003906536,zscott@hotmail.com,7781505,2023-06-19,59,Quarterly,18.52,Flat Rate,Monthly,Monthly,Services,True,False,56631024,62,3,Youth,B,False,1770,2028-04-23,2023-07-19,2023-08-18,2024-01-01
Male,Enugu,Manufacturing,CAM-100283,CUS-1283,Tiffany Lewis,"Mcconnell, Brown and Jones",1979-06-05,"00344 Graham Manor
West Christopher, MT 36104",825.897.1199x16708,jonathan00@hotmail.com,5624795,2023-03-13,24,Quarterly,7.78,Flat Rate,Quarterly,Quarterly,Consulting,True,False,55093290,95,25,Adult,B,True,720,2025-03-02,2023-04-12,2023-05-12,2024-01-01
Female,Rivers,Health,CAM-100284,CUS-1284,Regina Erickson,"Roberts, Carter and Delgado",1989-12-22,"30183 Samuel Extensions
Romeroton, WY 92638",864-680-0529x919,guerrerofred@yahoo.com,5911263,2023-06-01,28,Quarterly,10.08,Flat Rate,Monthly,Quarterly,Wholesale,True,True,90169744,1,13,Adult,A,True,840,2025-09-18,2023-07-01,2023-07-31,2024-01-01
Male,Rivers,Agriculture,CAM-100285,CUS-1285,Linda Lewis,"Tyler, Flores and Johnson",1984-10-22,"400 Linda Mills
Whiteshire, IN 21447",(717)634-2408,sherriserrano@grant-lawrence.net,4463735,2023-07-27,34,Yearly,22.51,Reducing Balance,Monthly,Quarterly,Retail,False,False,30549561,12,6,Adult,C,True,1020,2026-05-12,2023-08-26,2023-09-25,2024-01-01
Male,Kano,Manufacturing,CAM-100286,CUS-1286,Daniel Branch,Lee and Sons,1993-09-24,"5964 Jerry Ridge Apt. 073
Ryantown, NJ 33580",+1-561-981-2951x679,ajohnson@boyd-farley.net,6993509,2023-02-18,35,Quarterly,8.66,Reducing Balance,Monthly,Monthly,Retail,True,True,65621622,4,13,Adult,A,False,1050,2026-01-03,2023-03-20,2023-04-19,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100287,CUS-1287,Peter Gomez,"Bell, Moreno and James",1992-02-10,"75932 Huerta Route
Darlenestad, CA 54291",451-846-2115x4092,psmith@hotmail.com,9489138,2023-06-03,44,Monthly,10.57,Flat Rate,Quarterly,Quarterly,Wholesale,True,True,11080961,42,23,Adult,B,False,1320,2027-01-13,2023-07-03,2023-08-02,2024-01-01
Male,Lagos,Health,CAM-100288,CUS-1288,Paige Evans,Williams PLC,1994-08-15,"999 Lisa Mall
South Rickyfurt, AZ 32331",(387)164-0540,rebekahmitchell@kaufman.net,9966441,2023-12-13,49,Yearly,7.59,Flat Rate,Quarterly,Quarterly,Wholesale,True,False,57296596,13,20,Youth,A,False,1470,2027-12-22,2024-01-12,2024-02-11,2024-01-01
Female,Kaduna,ICT,CAM-100289,CUS-1289,Timothy Deleon,Martin-Collins,1980-11-23,"2706 Haas Avenue Apt. 826
Erinborough, MA 07700",001-000-722-0771x306,cpatel@hotmail.com,9324031,2023-10-20,52,Quarterly,18.52,Reducing Balance,Monthly,Quarterly,Consulting,False,True,21535782,98,20,Youth,A,False,1560,2028-01-27,2023-11-19,2023-12-19,2024-01-01
Male,Kano,Health,CAM-100290,CUS-1290,John Fisher,Tate-Wood,1991-06-03,"2588 Lauren Inlet Suite 754
Port Thomaschester, PA 75832",481-621-2586,crystalwhitney@goodman-gordon.com,1692929,2023-03-09,30,Yearly,23.88,Reducing Balance,Quarterly,Monthly,Wholesale,False,False,37882465,85,12,Youth,B,True,900,2025-08-25,2023-04-08,2023-05-08,2024-01-01
Male,Rivers,ICT,CAM-100291,CUS-1291,David Arellano,Jones-Lewis,1983-03-16,"014 Anderson Cove Suite 959
Lake Christophermouth, NJ 35898",(311)750-4422x17207,khoward@may-bridges.com,9211998,2023-02-19,42,Yearly,10.38,Flat Rate,Monthly,Monthly,Services,True,True,11878917,86,13,Adult,B,True,1260,2026-08-02,2023-03-21,2023-04-20,2024-01-01
Male,Kaduna,Health,CAM-100292,CUS-1292,Jeffrey Miller,"Henderson, West and George",1982-07-04,"6597 Tara Point
New Elizabethshire, IL 99403",906.115.3897,rpatterson@collier.net,7055035,2023-06-01,52,Quarterly,14.51,Reducing Balance,Monthly,Quarterly,Production,True,False,10175576,4,2,Adult,A,True,1560,2027-09-08,2023-07-01,2023-07-31,2024-01-01
Female,Rivers,Health,CAM-100293,CUS-1293,Michelle Martinez,"Scott, Cortez and Chapman",1995-04-06,"710 Terry Plaza
Pricechester, WI 25459",(221)462-0465,raymond81@lopez.com,4568316,2023-01-19,13,Yearly,17.69,Flat Rate,Quarterly,Monthly,Wholesale,False,True,43245764,82,21,Youth,B,True,390,2024-02-13,2023-02-18,2023-03-20,2024-01-01
Female,Enugu,Health,CAM-100294,CUS-1294,Brian Roberson,"Johnson, Gross and Donaldson",1988-09-19,"1358 Martin Hills Suite 866
Port Christinaport, MS 28772",527-428-4180,sethmiranda@mitchell.com,8567987,2023-04-10,47,Monthly,24.99,Reducing Balance,Quarterly,Monthly,Wholesale,True,True,64025363,69,24,Youth,B,True,1410,2027-02-18,2023-05-10,2023-06-09,2024-01-01
Female,Lagos,ICT,CAM-100295,CUS-1295,James Campbell,"Davis, Morse and Washington",1994-08-01,"53581 Mary Forks
Lake Sabrinashire, OR 50520",136-806-5332x61727,beltrandeborah@stephens.com,2156671,2023-03-01,21,Monthly,7.1,Flat Rate,Monthly,Monthly,Services,True,False,9059903,19,23,Adult,B,True,630,2024-11-20,2023-03-31,2023-04-30,2024-01-01
Female,Enugu,ICT,CAM-100296,CUS-1296,Jennifer Allen,"Spencer, Scott and Adams",1970-02-05,"017 Moore Corners Apt. 706
Lindseyville, SC 35081",773.489.9707x3320,rodriguezricky@collins.com,6181635,2023-06-16,13,Yearly,14.97,Flat Rate,Monthly,Quarterly,Retail,False,False,7441039,2,16,Youth,B,False,390,2024-07-10,2023-07-16,2023-08-15,2024-01-01
Male,Rivers,Health,CAM-100297,CUS-1297,Raven Abbott,Sanders Inc,2003-01-10,"063 Kelley Lane
Schmidtbury, NM 43180",+1-092-258-1402x1037,mariekim@gmail.com,6645265,2023-07-21,6,Quarterly,12.7,Reducing Balance,Quarterly,Quarterly,Retail,True,False,8077234,12,23,Adult,B,False,180,2024-01-17,2023-08-20,2023-09-19,2024-01-01
Male,Rivers,Manufacturing,CAM-100298,CUS-1298,Kathy Williams,Navarro Ltd,1996-01-07,"72255 Mccoy Corners
South Brenda, AZ 04965",(843)390-3951,charlesevans@hotmail.com,9027171,2023-12-11,49,Yearly,22.32,Flat Rate,Monthly,Monthly,Consulting,True,False,37482788,81,6,Adult,B,True,1470,2027-12-20,2024-01-10,2024-02-09,2024-01-01
Female,Abuja,Agriculture,CAM-100299,CUS-1299,Tracey Anderson,Mack Ltd,2001-05-13,"29360 Ruiz Vista Apt. 061
Greenehaven, NC 37178",001-525-935-8699x552,rodriguezjustin@ferrell.com,1283066,2023-05-26,10,Monthly,14.52,Flat Rate,Quarterly,Monthly,Services,False,True,73906791,74,19,Youth,C,False,300,2024-03-21,2023-06-25,2023-07-25,2024-01-01
Male,Abuja,Agriculture,CAM-100300,CUS-1300,Edgar Acevedo,Dixon Ltd,1992-07-12,"341 Brandon Ridge Suite 106
Tylerfort, DC 77452",2253942894,collinsdavid@silva.com,5399856,2023-06-13,8,Yearly,7.22,Flat Rate,Monthly,Monthly,Production,False,False,44755784,98,21,Youth,A,True,240,2024-02-08,2023-07-13,2023-08-12,2024-01-01
Male,Enugu,Agriculture,CAM-100301,CUS-1301,Mandy Morris,Lee Group,1997-07-19,"106 Richard Locks Suite 000
Danielleside, KS 76705",682.086.0559,robert06@kent.com,6740779,2023-08-30,6,Yearly,17.69,Reducing Balance,Quarterly,Quarterly,Production,True,False,55451460,6,13,Youth,B,True,180,2024-02-26,2023-09-29,2023-10-29,2024-01-01
Male,Oyo,ICT,CAM-100302,CUS-1302,Danny Kennedy,Hall-Sullivan,1985-01-06,"1698 Greene Fords Apt. 983
Hodgeton, ID 16917",694-114-5909x429,edgargibbs@hotmail.com,4555957,2023-03-10,9,Monthly,20.42,Reducing Balance,Monthly,Quarterly,Services,False,True,80710185,8,17,Adult,A,False,270,2023-12-05,2023-04-09,2023-05-09,2024-01-01
Female,Enugu,ICT,CAM-100303,CUS-1303,Carlos Braun,Smith-Mills,1979-09-14,"782 Cooper Motorway Apt. 632
South Ariel, IL 24899",(277)826-3711x095,thomastraci@yahoo.com,7117488,2023-06-24,45,Yearly,5.06,Reducing Balance,Monthly,Monthly,Production,True,False,5800760,51,23,Adult,C,True,1350,2027-03-05,2023-07-24,2023-08-23,2024-01-01
Female,Abuja,Manufacturing,CAM-100304,CUS-1304,David Marsh,Sullivan Group,1978-11-01,"1792 Sharon Radial Apt. 877
South Vincent, HI 67040",+1-709-716-5529x3729,dunncorey@long.net,1097897,2023-02-18,40,Yearly,22.18,Flat Rate,Quarterly,Monthly,Retail,True,False,52059073,11,9,Youth,B,True,1200,2026-06-02,2023-03-20,2023-04-19,2024-01-01
Male,Rivers,Agriculture,CAM-100305,CUS-1305,Hannah Evans,Griffin LLC,1996-03-06,"PSC 2712, Box 1436
APO AA 05764",(604)180-8193x8599,jennifersalazar@garcia-steele.com,4441237,2023-04-18,37,Quarterly,8.72,Reducing Balance,Monthly,Monthly,Production,True,True,2975112,63,17,Adult,A,True,1110,2026-05-02,2023-05-18,2023-06-17,2024-01-01
Female,Kano,Agriculture,CAM-100306,CUS-1306,Brian Rose,"Harper, Lewis and Henderson",2001-10-11,"9611 Michael Walks
Heidimouth, FL 91681",+1-090-982-7628x4032,berryjennifer@gmail.com,9661408,2023-08-14,47,Quarterly,16.04,Flat Rate,Monthly,Monthly,Production,False,False,98952170,57,29,Adult,B,False,1410,2027-06-24,2023-09-13,2023-10-13,2024-01-01
Female,Enugu,Health,CAM-100307,CUS-1307,Randall Rodriguez,"Johnson, Copeland and Cook",1979-12-05,"2061 Mckinney Burg
New Leah, DE 53629",(223)773-2204x4990,xhines@yahoo.com,2542999,2023-06-10,39,Monthly,13.32,Flat Rate,Quarterly,Quarterly,Services,False,False,39587555,12,2,Adult,B,False,1170,2026-08-23,2023-07-10,2023-08-09,2024-01-01
Female,Rivers,ICT,CAM-100308,CUS-1308,Amy Rasmussen,Hicks-Huynh,1982-03-10,"474 Bryan Flat
North April, RI 60520",+1-104-654-6395x30220,brianhall@hotmail.com,4159985,2023-04-29,48,Monthly,19.39,Reducing Balance,Monthly,Monthly,Services,True,False,57745877,73,19,Youth,B,False,1440,2027-04-08,2023-05-29,2023-06-28,2024-01-01
Female,Kano,Agriculture,CAM-100309,CUS-1309,Mandy Ramirez DDS,"Blake, Bush and Ruiz",1978-09-07,"680 Chloe Loop Apt. 381
East Marc, SC 41584",130.175.8946,sleon@gmail.com,2402897,2023-05-29,30,Monthly,12.42,Reducing Balance,Monthly,Quarterly,Production,True,False,2555839,2,19,Adult,B,False,900,2025-11-14,2023-06-28,2023-07-28,2024-01-01
Female,Kano,Manufacturing,CAM-100310,CUS-1310,Jade Smith,Martinez Group,1974-01-17,"8021 Sabrina Fields Apt. 202
South Raymond, ME 25315",+1-497-290-3762,deborah76@norris.com,8519213,2023-05-30,15,Quarterly,22.4,Flat Rate,Monthly,Monthly,Wholesale,False,False,2614101,8,24,Youth,B,True,450,2024-08-22,2023-06-29,2023-07-29,2024-01-01
Male,Abuja,Manufacturing,CAM-100311,CUS-1311,Mrs. Cynthia Stafford,Graham-Mills,1970-02-18,"79836 Coleman Run
West Margaretfort, NV 80848",960-730-2895,donaldyang@holmes.com,4076511,2023-10-20,26,Monthly,19.61,Flat Rate,Quarterly,Monthly,Services,False,False,43781921,11,7,Youth,B,False,780,2025-12-08,2023-11-19,2023-12-19,2024-01-01
Female,Enugu,Agriculture,CAM-100312,CUS-1312,Steven Garcia,Hudson PLC,1991-08-12,"810 Michael Stravenue
Ramirezborough, AR 54128",001-836-290-1512x1554,meyernancy@maxwell.org,1663950,2023-05-23,51,Monthly,17.95,Reducing Balance,Quarterly,Monthly,Consulting,False,True,51669558,53,22,Adult,B,False,1530,2027-07-31,2023-06-22,2023-07-22,2024-01-01
Male,Kaduna,ICT,CAM-100313,CUS-1313,Kevin Mccoy,"Brown, Ho and Kelly",1985-01-16,"18623 Holland Valley Suite 591
Elizabethfurt, DC 85758",+1-660-638-5785x9974,phillipsmartin@lawrence-tran.info,1049148,2023-06-09,44,Monthly,20.92,Reducing Balance,Quarterly,Monthly,Consulting,True,False,14234908,10,10,Youth,C,False,1320,2027-01-19,2023-07-09,2023-08-08,2024-01-01
Male,Lagos,Manufacturing,CAM-100314,CUS-1314,Mr. Carlos Murray DDS,Jones-Leonard,1974-02-14,"44453 Ross Mountain Apt. 242
Port Carlos, VT 36377",(211)656-6491x7376,kmunoz@yahoo.com,3273707,2023-01-11,32,Quarterly,20.08,Reducing Balance,Monthly,Monthly,Retail,False,True,62598522,85,10,Adult,C,True,960,2025-08-28,2023-02-10,2023-03-12,2024-01-01
Female,Abuja,Health,CAM-100315,CUS-1315,Terry Miller,Meadows-Hernandez,1973-03-01,"9136 Joshua Turnpike
Phillipsbury, NC 43018",+1-441-321-9658x96757,gwarren@hotmail.com,5568002,2023-05-18,32,Yearly,5.72,Flat Rate,Monthly,Quarterly,Production,False,True,23924717,84,27,Youth,B,False,960,2026-01-02,2023-06-17,2023-07-17,2024-01-01
Male,Abuja,Manufacturing,CAM-100316,CUS-1316,Michelle Stein,"Hubbard, Tran and Holmes",1983-01-24,"77598 Foley Turnpike Suite 445
Reedland, AR 14887",(619)789-9088x1385,louisweiss@mann.com,3273939,2023-03-19,7,Monthly,12.89,Flat Rate,Monthly,Monthly,Wholesale,True,True,7121632,8,20,Youth,B,False,210,2023-10-15,2023-04-18,2023-05-18,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100317,CUS-1317,Taylor Howell,Guzman LLC,1995-04-02,"4044 Williams Court Suite 741
New Tracy, OK 82969",959.924.6268,joshuadunn@dunn-davis.org,2435740,2023-03-18,46,Yearly,23.62,Flat Rate,Monthly,Monthly,Retail,True,True,24673937,36,9,Adult,C,True,1380,2026-12-27,2023-04-17,2023-05-17,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100318,CUS-1318,Ronald Davis,"Dyer, Cordova and Campbell",1996-12-04,"9195 Sandra Islands Suite 633
West Monica, KS 15874",001-809-637-2066x92347,phillipsbenjamin@hotmail.com,3934955,2023-09-11,53,Monthly,7.51,Flat Rate,Quarterly,Monthly,Production,True,False,19328454,93,17,Youth,C,True,1590,2028-01-18,2023-10-11,2023-11-10,2024-01-01
Female,Rivers,ICT,CAM-100319,CUS-1319,Michelle Murray,Williams-Le,1990-12-25,"3388 Hannah Ferry
Landryfort, MA 87283",001-241-381-0420x461,lgutierrez@yahoo.com,5436710,2023-09-15,18,Yearly,19.74,Flat Rate,Monthly,Quarterly,Services,False,False,98885696,76,27,Youth,C,True,540,2025-03-08,2023-10-15,2023-11-14,2024-01-01
Female,Oyo,Agriculture,CAM-100320,CUS-1320,Emily Williams,"Carter, Mathews and Hunter",1981-06-18,"194 Jessica Station
Aprilton, PA 54525",(500)164-8875,matthew25@yahoo.com,5655872,2023-11-16,14,Quarterly,24.49,Reducing Balance,Monthly,Quarterly,Consulting,True,False,58226686,14,15,Youth,B,True,420,2025-01-09,2023-12-16,2024-01-15,2024-01-01
Male,Enugu,ICT,CAM-100321,CUS-1321,Carlos Bullock,"Evans, Jenkins and Harris",1994-04-26,"200 Scott Manor Apt. 840
East William, ME 96942",(563)046-4899x89622,mhughes@owens.org,3677326,2023-10-18,57,Quarterly,6.04,Reducing Balance,Monthly,Quarterly,Wholesale,True,True,79578752,54,2,Adult,A,False,1710,2028-06-23,2023-11-17,2023-12-17,2024-01-01
Female,Oyo,ICT,CAM-100322,CUS-1322,Melinda Guzman,"Lee, Hill and Sloan",1998-01-09,"68206 Christine Shoals Suite 700
Stewartmouth, FL 81677",001-982-120-2318x245,jmoses@yahoo.com,2054510,2023-09-20,41,Monthly,18.64,Flat Rate,Quarterly,Quarterly,Consulting,True,False,55226755,85,4,Adult,A,True,1230,2027-02-01,2023-10-20,2023-11-19,2024-01-01
Female,Rivers,ICT,CAM-100323,CUS-1323,Emily Duncan,Williams-Freeman,1990-01-23,"72295 Moyer Motorway Apt. 252
Port Nicole, PA 90196",+1-014-123-3692x42904,kcalderon@carter.biz,4263122,2023-03-26,27,Yearly,14.36,Flat Rate,Monthly,Monthly,Services,True,False,23826641,86,19,Youth,A,False,810,2025-06-13,2023-04-25,2023-05-25,2024-01-01
Female,Abuja,ICT,CAM-100324,CUS-1324,Sean Cortez,Pham-Moss,1991-09-15,"17363 Dennis Springs
Port Natashaville, WV 15060",276.996.4912,swilliamson@gmail.com,4921590,2023-05-26,47,Quarterly,16.58,Reducing Balance,Monthly,Monthly,Production,False,False,47112602,21,17,Youth,A,False,1410,2027-04-05,2023-06-25,2023-07-25,2024-01-01
Female,Lagos,Health,CAM-100325,CUS-1325,Michael Spence,"Peterson, Mason and Wheeler",1980-08-14,"0801 Moore Radial Suite 871
Port Albertmouth, IA 74567",(342)043-8565x66371,mark30@howard.com,3034937,2023-11-19,31,Monthly,6.71,Reducing Balance,Monthly,Monthly,Services,True,True,69643497,50,5,Youth,B,False,930,2026-06-06,2023-12-19,2024-01-18,2024-01-01
Male,Abuja,Health,CAM-100326,CUS-1326,Brooke Johnson,Contreras PLC,1986-04-21,"6578 James Square Apt. 037
West Laurenville, UT 47952",052.852.3020x70829,jennifercoleman@gmail.com,1312461,2023-02-11,59,Monthly,5.86,Reducing Balance,Monthly,Quarterly,Services,False,True,74385640,94,7,Adult,A,False,1770,2027-12-17,2023-03-13,2023-04-12,2024-01-01
Male,Kano,Manufacturing,CAM-100327,CUS-1327,Megan Allen,Ingram and Sons,1982-02-24,"9404 Amanda Summit
Blackside, CO 67887",2372040477,brandonnelson@stein-jimenez.org,4927036,2023-05-05,17,Quarterly,18.34,Reducing Balance,Monthly,Monthly,Consulting,False,False,20641123,39,18,Adult,C,False,510,2024-09-26,2023-06-04,2023-07-04,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100328,CUS-1328,Sharon Nash,Hill PLC,2004-05-05,"305 Chris Burg
Oneillview, NJ 42549",(111)009-0644x25236,benjaminbanks@hotmail.com,2218224,2023-06-16,22,Quarterly,21.47,Flat Rate,Quarterly,Monthly,Wholesale,False,True,51782459,20,21,Youth,C,True,660,2025-04-06,2023-07-16,2023-08-15,2024-01-01
Female,Abuja,ICT,CAM-100329,CUS-1329,Blake Joseph,Miller-Stewart,1979-01-25,"40826 Friedman Grove
Port Sarah, OR 62009",047-514-1623,peterslisa@gmail.com,3210626,2023-08-29,19,Monthly,20.64,Reducing Balance,Monthly,Quarterly,Services,True,True,63327677,88,22,Adult,A,False,570,2025-03-21,2023-09-28,2023-10-28,2024-01-01
Male,Rivers,Manufacturing,CAM-100330,CUS-1330,Elizabeth White,"Humphrey, Campos and Shaw",1997-06-11,"349 Acevedo Plains Suite 716
North Michael, NY 29785",+1-863-102-9324x49408,michael17@yahoo.com,9812652,2023-10-07,19,Yearly,15.88,Flat Rate,Monthly,Quarterly,Consulting,False,False,62036559,87,27,Adult,C,False,570,2025-04-29,2023-11-06,2023-12-06,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100331,CUS-1331,Alan Jones,Snyder-Blackburn,2005-05-19,"USNS Ortiz
FPO AE 94904",(325)126-9329x8474,sherry24@johnson.com,8406166,2023-07-07,39,Yearly,7.0,Reducing Balance,Monthly,Quarterly,Wholesale,True,True,61642657,7,7,Adult,B,False,1170,2026-09-19,2023-08-06,2023-09-05,2024-01-01
Female,Rivers,Agriculture,CAM-100332,CUS-1332,Mr. Carlos Williams,Washington PLC,1979-10-17,"Unit 2638 Box 8880
DPO AE 68468",130-431-9759x5420,qabbott@gmail.com,7810108,2023-10-29,58,Yearly,18.76,Reducing Balance,Monthly,Monthly,Production,True,True,98982614,9,17,Adult,A,True,1740,2028-08-03,2023-11-28,2023-12-28,2024-01-01
Male,Oyo,Health,CAM-100333,CUS-1333,Dustin Turner,Hernandez-Powell,1990-06-10,"607 Mcintosh Fall Suite 173
Michealfort, KS 54038",242-407-7260x8035,gouldgabrielle@yahoo.com,6940010,2023-01-19,25,Monthly,9.84,Reducing Balance,Monthly,Monthly,Production,True,False,3120113,1,7,Youth,A,False,750,2025-02-07,2023-02-18,2023-03-20,2024-01-01
Female,Kano,Trade and Commerce,CAM-100334,CUS-1334,Seth Brown,Francis Group,1969-09-09,"7667 Daniel Club
Nancystad, AK 24641",001-498-736-2297x400,rfox@gmail.com,9174163,2023-03-09,16,Quarterly,23.22,Flat Rate,Monthly,Quarterly,Retail,False,True,12201961,26,4,Adult,B,False,480,2024-07-01,2023-04-08,2023-05-08,2024-01-01
Female,Rivers,Agriculture,CAM-100335,CUS-1335,Sean Taylor,Williams PLC,1994-02-01,"34811 Murillo Extensions Apt. 148
New Margaretport, MO 22503",(924)978-1807x62498,jonesjoseph@gmail.com,944191,2023-08-06,21,Monthly,21.77,Flat Rate,Monthly,Monthly,Consulting,True,True,35104951,38,8,Adult,C,True,630,2025-04-27,2023-09-05,2023-10-05,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100336,CUS-1336,Daniel Walters,Bishop-Moore,1996-03-03,"PSC 4263, Box 1405
APO AE 07399",469.315.2365x46737,joel35@yahoo.com,2002337,2023-04-12,56,Quarterly,19.19,Reducing Balance,Monthly,Quarterly,Wholesale,True,True,74202252,38,13,Youth,B,False,1680,2027-11-17,2023-05-12,2023-06-11,2024-01-01
Male,Oyo,Health,CAM-100337,CUS-1337,Cynthia Mcguire,Jackson-Woods,1987-03-10,"USCGC Barker
FPO AA 35659",001-847-027-4960x4506,evelynnewton@hotmail.com,3986669,2023-02-11,36,Yearly,23.98,Flat Rate,Monthly,Quarterly,Services,True,True,82162231,61,4,Youth,B,False,1080,2026-01-26,2023-03-13,2023-04-12,2024-01-01
Female,Kaduna,Health,CAM-100338,CUS-1338,Marvin Preston,Williams PLC,1997-06-16,"702 Lopez Ridges Apt. 949
Aprilland, IL 50425",7525079429,jimmymcmahon@walker-higgins.biz,9809205,2023-10-15,11,Yearly,5.63,Flat Rate,Monthly,Monthly,Production,False,True,92846225,44,6,Adult,C,True,330,2024-09-09,2023-11-14,2023-12-14,2024-01-01
Female,Lagos,Manufacturing,CAM-100339,CUS-1339,Kayla Collins,Harris PLC,1995-09-29,"971 Anna Roads Apt. 904
Gregoryborough, LA 41359",(252)127-7806,arroyodaniel@gmail.com,4222946,2023-06-16,24,Quarterly,19.72,Reducing Balance,Quarterly,Quarterly,Wholesale,False,True,65146677,86,25,Adult,B,False,720,2025-06-05,2023-07-16,2023-08-15,2024-01-01
Male,Enugu,ICT,CAM-100340,CUS-1340,Mr. Andre Graves MD,Evans and Sons,1973-06-18,"5209 Karen Haven
Ramosside, MI 62585",074-489-1915,fryejohn@adams-vargas.com,7564400,2023-04-19,42,Quarterly,11.6,Reducing Balance,Quarterly,Quarterly,Consulting,False,True,89365744,44,5,Youth,C,False,1260,2026-09-30,2023-05-19,2023-06-18,2024-01-01
Female,Enugu,Trade and Commerce,CAM-100341,CUS-1341,Brandon Reynolds,Wilkerson Ltd,1975-03-09,"44188 Alex Ridge Apt. 361
New Ian, UT 78042",001-328-262-2726x80059,jwong@burke-andrews.com,724695,2023-02-05,9,Monthly,23.12,Flat Rate,Quarterly,Quarterly,Retail,True,True,30704996,74,12,Youth,C,False,270,2023-11-02,2023-03-07,2023-04-06,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100342,CUS-1342,Jose Berger,Wood-Sloan,1990-10-22,"985 Cook Neck Suite 580
East Kevintown, MO 89060",460.298.7057,ashleyburns@henson-aguilar.com,3941628,2023-08-20,52,Yearly,10.33,Flat Rate,Quarterly,Monthly,Production,False,False,85050790,62,4,Youth,B,False,1560,2027-11-27,2023-09-19,2023-10-19,2024-01-01
Female,Rivers,Agriculture,CAM-100343,CUS-1343,Lisa Mann,Johnson Group,1971-09-19,"7705 Wells Mountains
South Matthewstad, IL 52702",001-827-340-3415x0325,sandyvaldez@colon-doyle.com,9990452,2023-08-17,9,Monthly,19.5,Flat Rate,Monthly,Quarterly,Wholesale,True,False,13047100,6,24,Adult,C,False,270,2024-05-13,2023-09-16,2023-10-16,2024-01-01
